#NAME?,4,,,
2IgUSmuW0oZVxwwCZmM2wA,5,,,
2MRE7On5kQ2sKxWfYKOi8w,1,,,
2N9MxvKx1JMpQIVT1OU7XQ,4,,,
2Ndy3FQAndOopqTa9sBPlQ,5,,,
2REGpU7W6gK-8RvOBc45uA,5,,,
2Tn2rU-BDlwSaZRkjKoL8Q,3,,,
2UC3rwRm6swuNFt_GhKOhw,"4),(1),(5",,,
2Udz1PWpv9TwW6C8AblOtQ,5,,,
2VqU7uoDeiE8OUL14Ce5Ig,"5),(1),(4",,,
2YHVTrs6EY7Me9NwxiQVpQ,3,,,
2_ZX4VQU32gF9Dhi0PhQFw,1,,,
2bzCTo2ML7a7Tnn7koDCMQ,5,,,
2cvC1yfkqbOKUgoQTxfzfg,5,,,
2d5HeDvZTDUNVog_WuUpSg,"3),(5),(3",,,
2i2jCFZ5v-ZHfg815mfN6g,5,,,
2jkE2AhFum7t3jHSngMZtg,"2),(3",,,
2l_VuWR75EUOxTarAwIK9w,4,,,
2mxbdNzBsShhHdKRApE7Hw,4,,,
2qp-XuRq7w73yL4uyGg6-Q,"4),(4),(5",,,
2rNIROR-RWO2z78_RAFyAQ,4,,,
2rSeth60_CuWN3ZJ4k41lg,"4),(2",,,
2xvl9RdZd68R-M-UCXovfQ,4,,,
2zR3e92L3F_yAykNJB7Mfw,5,,,
305gMnpbklXYqzLEf1FTag,4,,,
33lGHHGU5t6Fah8G-dU0zg,"2),(5",,,
345nDw0oC-jOcglqxmzweQ,5,,,
39yFvH-wmcX5Kq0-9cIDfA,3,,,
3BGWwL-E-kLIqt7OtojcVg,2,,,
3CxWftKJAqpsYRW0FqIWeg,5,,,
3GcsBl_Da3-H9Ez2kiJLkA,5,,,
3GyMTaxBiquKldHr_qlcOw,5,,,
3RuHEdWk2AZoh1DNiTTlkg,4,,,
3VO02M2DWk5isqammErtWg,4,,,
3_MuuYvWx7h5GgfCtfrZiA,2,,,
3d0Vw3hPiUEWMwrlnC-IOQ,"5),(5),(3",,,
3eystYBQINAG1tlRBk215A,5,,,
3gQeZj9dlVNlRVI-pcUc4Q,5,,,
3h4VbpuqlZeVCSuqq9bdeQ,3,,,
3klCtdbZ6NqaaqXXbcmBRg,4,,,
3q9p6IZTuIt59z7MxzjVVg,4,,,
4-3IU5uUH90m21TWbZhhnA,4,,,
40BB-4A9in2v5XQVBlNbaw,"5),(2",,,
41oeFT2tphAbxrdHJUrq1A,5,,,
4B3hc20yaGaSvWYmJInMiQ,3,,,
4B4A94goRjDSr38ttvPKWw,4,,,
4BWGVJEqqOnihPxnZbuEzQ,"5),(5",,,
4BoTPTlzmpSHQMPxLEJ2gQ,1,,,
4DrkZqFqLcyRcLWuQUXFeQ,2,,,
4DzMnm_agZ3K2IQGlZ6L6Q,1,,,
4Lf41ezhezU7OpbNTNEP-Q,4,,,
4UAa_ZVJ-1qlgLYLam6tQw,5,,,
4ZM3og6FJKBgpO2nGXNLbg,3,,,
4cW3iQW6JD1C8VxYP0eyXg,"2),(1),(1),(2),(3),(3),(4),(4),(2),(2),(4),(2",,,
4d6gHTch3Mytp02o-tzV9Q,5,,,
4g2cLpxNR6r7H-kh6iozlQ,4,,,
4q3czSXkHBPkW21RdzpJ2A,2,,,
4skydOdb4Fy7_LY1t6p8sw,5,,,
4tzuxIVry4xkOR9vbpgjrw,4,,,
4yxGoEXjYqlk5ifkyG7zcw,5,,,
57kmdBfFM28OQtJInGciPA,3,,,
57tPrvg7i2R3QjsxTiY-Xg,"4),(3),(4",,,
5Owl5siqnImojW2u6Fivig,5,,,
5QsbdmcDSLTLtfRC-Q9f1A,4,,,
5TgsyucUcHqpmmgRJ51RQQ,5,,,
5UCdxI_krbnv7_7Q3Ur_eQ,4,,,
5ZC_Tq2pT7fvCY3Ft2NIBQ,5,,,
5_GNc6DHiOOSH47ZjmOG_Q,5,,,
5e90VuDs5VFSt99T3PSzBA,5,,,
5eR_TeDFbOmv28MoRwH-lw,4,,,
5gi8yR20fvnim2dg3n-MpQ,2,,,
5iYis_-EF5RDfjo9yPsoFw,1,,,
5jA4_6RDDSVaPOkp8brlJg,2,,,
5jK8MY6CM51HGeVmkz-nwg,4,,,
5k8IegP5o4dIO_znpALK0g,4,,,
5kVILHxR7jRljKOfWyFO5w,"2),(3",,,
5lq4LkrviYgQ4LJNsBYHcA,"1),(4",,,
5nIkRQ6Ip_SMCg7zDfBbww,1,,,
5noqL9IulqZx326u6eg4Rw,1,,,
5oh0lwYkRPhV3mGjyZQWJw,3,,,
5otX11v4iOPPpHw1Rj4q0A,4,,,
5pDzzV3UF2UIEQIX4zyAbA,4,,,
5reyAZvTrjr_QV8Qq-ScGw,1,,,
5s0YP_ZMshAYPb0VdSfukw,"2),(5),(3",,,
5vVOuKUHS1VaM-fsdS-gKw,4,,,
63Pop3d15pTuHZ7qoex46w,4,,,
6ByCS4D3fPeMx_EmewTjGQ,1,,,
6IUThQwDSUq2wx6KAu9PDw,5,,,
6MQjQ3jfCUUxItIvKadJsw,4,,,
6Mflt7fworNLu031TDrDSA,"4),(2",,,
6QhWTugzBJ3cdv2N4WZcSA,"3),(2",,,
6SHsdSKgS_AG5QLldJkOkA,4,,,
6VEID9yjoYWFZkUcP_GNBg,4,,,
6aJCPbQc8n2tEXUBqqL1AQ,5,,,
6c_1NIBnEzxr3zEd2HAa5w,1,,,
6dRrPsHJvcxMg3meqg434A,"3),(2",,,
6d_pkl9xS8njBmA0CT3Y0w,"5),(5",,,
6deaMWBaD4P3QjghDoWxrg,3,,,
6gAUg6gUBZT4bYCQztZxgA,3,,,
6j8_1e9jM0EzdvQyIHrs9g,5,,,
6jVrGOl04TGIRmwCf7BW-g,5,,,
6pz8zvyUaGCE30ktYrzKpw,2,,,
6rR83Un71x8KWnW9-oJfqA,1,,,
6rhAsfzfeb1hb91bQBipKg,4,,,
6wvlM5L4_EroGXbnb_92xQ,5,,,
7DPN-N9nrocsX5ge9zheOA,5,,,
7DeM4C66zVflYNrZn_Vv9g,"4),(2),(3),(2),(4),(2",,,
7JDMwDRjhGFEpsL_vqKyRQ,"4),(2),(4",,,
7KXsHW_EQYp26XNhqSCAxw,3,,,
7KoVg5QMjYu8taLFSE7hNA,4,,,
7PDm_RG8tTTKrauImGbPuQ,"2),(4),(5),(3",,,
7R79mN6iJNU6o0CI1aBesA,"4),(4),(4",,,
7VBi20rKww6I9Y4ypdn5mw,"2),(4",,,
7W9DeA_sCLrWl4O8mdIYhw,1,,,
7fOMeE-emdNuPYoSHxD-Gw,2,,,
7gwbNh2RJ98i_pswmEUcvA,5,,,
7iyyiOYO8cRArpD5mTD2lQ,4,,,
7p_AX1rONM-fVoHafapFOA,5,,,
7sBqJpb4N8U76vTE0PFfKA,5,,,
7uxXuCcpw9-mUS3OJVw8aQ,3,,,
7v16TmjR2Qv5k0R0Gv3w1A,5,,,
7xH9Qey07WJYq5E1sFxo_g,"4),(1),(1),(4",,,
7xXmoShBHGcF1_Yok4g-iw,5,,,
7xdvRGaz6fIG6Uh4vPTe2g,"4),(4",,,
7zpDhrRZRTGCkAh3SHbEww,4,,,
80YoAmJsI_3FesVaPSZjpA,5,,,
88eJe5ywmYrrM_IyPyx8kw,"2),(3",,,
8GB3FsUln33XsOUl0Uw1Lg,4,,,
8GccAq9PTpIWlp0gnCHoRQ,"1),(1),(3",,,
8MqHZmJkw4sGzF4vpuQKYA,5,,,
8Tc9v9EHs1hF9msbEpWTgw,4,,,
8fApIAMHn2MZJFUiCQto5Q,"3),(5",,,
8g645khsgHyNyl6mbRHHSQ,3,,,
8hWBnQA_ckmXoRHYPUmm3g,"2),(5",,,
8n--xRBQ9eLDi0vpQ5fGFQ,4,,,
8ovU8AEmJa0I-aSqI6m4GA,5,,,
8qjdFatMwwMNgXXUE3ueLw,4,,,
8suFoI1DF1Qr_pAGb0CiMQ,3,,,
8syjbjJRkzxK9RUaKewUrg,2,,,
8v2aMUZedyZU8cHCaHZBFw,4,,,
8xckX9C5cojQaT32P927iA,4,,,
9BewShgm7iGFFsUiwLvGIg,5,,,
9HX_fbRF1ajzhYg-zB2ZaQ,5,,,
9Ify25DK87s5_u2EhK0_Rg,"2),(5),(5),(3),(5),(4",,,
9MmWbiE7txW_OplDAnoaqA,2,,,
9OZH1Ecw-qUkCW5MS0NefA,"3),(3),(5),(3",,,
9b6REasjDBQAYDpXcKQ2NQ,"5),(1",,,
9bHJnCShYMAOMhsxCdgGmA,4,,,
9cCTmiJ7hz35rHIdr8n9kA,"4),(5),(3),(2),(4),(4),(5",,,
9fqpNMXpJZzHchhzx-Vwtw,2,,,
9jAMA-BkAVnFonXScG6w_w,4,,,
9qb5QEk7HyhGG3hVJCMDOg,5,,,
AAzzf91szCG9FOu7DH9oYA,"3),(5",,,
ABcnn76mwilarbccNWgDGg,1,,,
AEQowxQ8076LsWNirwHTww,"2),(4",,,
AFNTPG5UmvJMuyWM7IPlPQ,5,,,
AQD7LticSzC9Op9LklCK5g,5,,,
ARlAnV0FRlM9Pgv57eESbw,5,,,
AVrY4uj14hOBI9yh3iE1KQ,4,,,
AY-W59xCVPDaCaOKJOQUhw,5,,,
Abrkd94L1fFs1Xgcp7MAbQ,4,,,
Ai1t-UCf0ElszaDajWlnwg,3,,,
ArdcWYQnK2SUAvbxCFkq2g,5,,,
AtLRo5Dx0ir00RK_3lhxKQ,"5),(5),(5",,,
B4PwGZYPETAHX-LOlHow0Q,4,,,
B5WkNWDxZ-baWoQc6DBNHA,"3),(4),(3),(3),(2),(4),(3",,,
BJ980LZ3UOOf-D2KXAJuaA,2,,,
BNiS6iuXJHMqTyuKQgyHYQ,1,,,
BPwS6KDK7OqKJPNW1e93Lw,5,,,
BRWXr4w4zWEzFmKn5NzxyA,1,,,
BT49cqklg9p9VZGsx37oFA,3,,,
BZDv6ZW6uestHjDFe0JSCA,5,,,
BbM64jzOeDBVJWeGNJrF_g,1,,,
Bf2XJIEUh2VfGWSnyp05PA,4,,,
BjO_lUbSavA3C5uyoau03Q,"3),(1),(1",,,
Bmk46CeiMrga526ZX0eXsQ,"5),(5",,,
BmzYNokqBWJMVl5w0igg_A,5,,,
BnBVuJgAUMm6dZQlSba8dg,"4),(4),(5),(5",,,
Bq-4Wan0Y2klBlgqWWaEjA,1,,,
Br0hRNDvFXLz4AM51GwmMw,2,,,
BuDpYDRm5p0aP2MfVsBvgQ,4,,,
Bv2ugQqgpAnSV4_PnWXtCQ,5,,,
C3FWs14bTLo8Y-THOGIUtw,"3),(4",,,
C3MHaW2n0GBi5l5TcZuZPA,3,,,
C4Oh_pJGOmsFVkHTMYG4tA,5,,,
C6xo4k-u7Xr1oCNX0RyAAA,3,,,
C7tCtwh8GJSL7_OnxhOLqQ,4,,,
CFh9jAl5_DUSgNBA5bP5RQ,2,,,
CLy1pUDZWUyIMUjRouDFlQ,2,,,
COt8DAiXb_uLfsM8NXOEKA,"3),(3",,,
CSnoMljca4d2gcXsFlUQOA,5,,,
CT7kzHHF9SpS96mkCvwqWQ,1,,,
CWV-G7w9mutxrp1aNRIuvg,"5),(5",,,
CYan-8JIP5XDLC3f7pUClg,5,,,
Cb8j2uIq7ZxbVeTwo2f8xw,2,,,
Ce-qdUhoBy7hJQUulYStWA,4,,,
CiCmxCruMvbXtjQP5FhbLg,"4),(5",,,
ClxfNd4eQthoJdTN8bQjPA,3,,,
Cr6xqCWkuh1L927NKtDnbA,5,,,
D-tr1j_30GwKSB3e_WOYCg,4,,,
D1G8W0SgCbsKTv7cAqKcNg,4,,,
D3clz0zNS-BlyY_0mofcqw,4,,,
D3jHbQTaI27qrIB1xmi3vg,4,,,
D6R3WxwsY_boz-gc7TUQ2w,"1),(5",,,
D6UIGLlDEz9x1l33oF3xmg,4,,,
DIdADs3HKJTemtsN53vsqA,4,,,
DLu1Bum8EXNE62xno-v0VA,"5),(4),(2),(2),(1",,,
DMcBcl9rRKOutIJ50bG9BQ,"5),(5",,,
DSWiwtUyWK1YwY8NBKDhGg,"2),(5),(4),(5),(3",,,
DSXekZAu_BeKmqYaRyNfmw,5,,,
DV0mQsnqeK67UhI7kzfzow,5,,,
DX_byrz0UkiaGDHjDK46jQ,"5),(2",,,
DcQobAk5lNJw6pVI4nVN1Q,4,,,
Dcfq4ruNe5WMU7W4eCU55w,3,,,
Dg9xy4ZbsteCBUL_sjaNKA,4,,,
DoZIOyN3AjTAwv1lwWI4WQ,5,,,
DolB_hQC2YsU0okKNiyopw,3,,,
DwXVdLxCHp9Uag-HjWgcnQ,"3),(3",,,
DzspLwERa013na-EXfZZ1A,4,,,
E5O8wsWiGLqoOVBmG84wcw,5,,,
E62SZVU_FsbCYaVnMRs4TA,"3),(3),(4),(5),(3),(3),(4),(5",,,
E8K5lVfbsg-x9KX9gOIfzA,"5),(4",,,
E9LEcPIM2zr5JJHkyoo1xA,5,,,
EMkRwX30qwweJueShN_D2w,2,,,
EZ0r9dKKtEGVx2CdnowPCw,2,,,
EZRwXVx7rypSLF6xhy57KQ,"2),(4",,,
EdAKN2yqdA-H5tfGHGU5hQ,5,,,
EeXtvWcP2fjvKzmOJwVgcg,3,,,
Ej3Oz4sJcIRKsjIe5FtC5A,2,,,
EjxE1dW0WVqOezpKqFN5kQ,"3),(2),(5",,,
Eko28Eq0OTggPwRpQxT3Xg,5,,,
ElHMvz-1_xfOl_noq_2Utg,5,,,
EnUS31BQlTmxM6Q5wuZhPA,5,,,
Enzdhh-rV5JgC4lgg0IdFw,"4),(2),(2),(5),(3),(4),(4",,,
EoItAkP58vSnG_-ZhJI8pA,4,,,
EtSjuNdguCE9AcmCOVYqxw,5,,,
EtTP2C4qgZfcB3MFAHoiMw,1,,,
ExhX3VWbqeJANZmyERg66w,4,,,
F4vIl1iaHnLIgLmrKkGrNA,5,,,
F5OJXH6qHPVf7bUw7GB-gw,2,,,
F6Q4XTW_3yjdUT2btWQz1A,5,,,
FB0Bfe9dD-CSxy2PLjB9UA,5,,,
FB8T3L1w2s88qjdvX6upGQ,1,,,
FGYwy2uthfdmViOiX_0FTQ,2,,,
FHVn1btdb-bN8mO-maXt4g,4,,,
FIiAqesxQxvvZoQVJwbkYA,5,,,
FKosz9ExVLhsrITQk5xl4g,3,,,
FLxgiNF9rsiXR-zbEcWBRQ,3,,,
FNbm3ycU2BF8C17UFfWzOg,4,,,
FSSkTatYo-y8se7neCfJUA,5,,,
FSZaOuAQL9eBz1a61d0B2Q,4,,,
FTdIMw4TPn29cSDu76EEKQ,5,,,
Fc63HS79HdIGqeKYfFPWxg,4,,,
Fc9bIArpenZkJH4fFc4EEg,3,,,
FixW3C_F5FXggMLZIZMOag,4,,,
FlujvsaLHpX3pVv2AIxN5A,5,,,
FuuSzyjH4wyeqfvbazj5iQ,5,,,
FvfKgrunRKYLCZ4u4-Gicg,2,,,
FyCBkNXwoI_6X6apbslg4g,"4),(4),(2",,,
FyQ9wsYI-17OTSZTnXmNbg,5,,,
FzOfmQ-hJRFw6LjAxay2bg,1,,,
G4PZXgVGd-6zG9jJBQNl5A,5,,,
G7KQF0U0p25nf07dObPeVg,3,,,
GDQXRiloXYsg-BqQvIQTAw,5,,,
GFLvPozOh5m_n1MYGdHpFQ,"2),(4",,,
GGcTovT_hltyA5OEixFuYA,5,,,
GHac0Ym1TWd09-_NrqyxWQ,5,,,
GJI6yunTW74EUfgUFHR5dw,4,,,
GLP24FIMxbe7W4Ig6OX4cw,4,,,
GMtILOfAHXUMrfMgLPG0gg,"4),(5",,,
GP-h9colXgkT79BW7aDJeg,5,,,
GSKY-zWTManYbMGXmRDb3g,4,,,
GU3QncOs8ffYE0UZOL0Lvw,5,,,
GYSqprhDteK52ILOBaFCIQ,5,,,
G_BvSxt71MqF_x4jgEyqSA,5,,,
GbjAbpNfxOC9E4sMiToDGA,1,,,
GcBAIs4pzeK6OzHpawgZlg,2,,,
Gd_ot1jL-6mnmFIq6SJfeA,5,,,
GnV8MNKEhHVl27bMVUuQTA,"4),(4",,,
GpMioVnj4OQV1WE76t4dsQ,4,,,
GwcBPWbgjegIxXViOdSuVg,5,,,
H1kH6QZV7Le4zqTRNxoZow,2,,,
H3-pVvBr5HVwMssf3PojjQ,1,,,
H7FrXnUAG8AkW6haB4h7SQ,5,,,
H8wJwuWusTZvc9W5bY4gFw,3,,,
H9E5VejGEsRhwcbOMFknmQ,4,,,
HB3ieVrzjzvC6RT4eGHFMg,4,,,
HEsdDAq-790wg9BEmnDnfw,5,,,
HFWtAL1-caQ_N2_Bl7x2kQ,2,,,
HPjABAYUiNyrzY6pA8gBFQ,"5),(5",,,
HPyUAXN-Srx-VVPpznzHmg,"3),(5",,,
HSmUfXQYjF9_pql4jfF_Gw,2,,,
Hk3Vx_voj5dQ66P_NgMkEA,3,,,
HmckzZAXriuGNeSOfDKzoA,1,,,
Hnjg4sywAE9KUo87KRyM4w,3,,,
Hr1YoQltzetmVco5oncaPA,1,,,
Hr9I9Jdy3MKCZ7c-bpehMQ,5,,,
Ht--WF85eksNdCDjd6D7PA,2,,,
Huio39UNBWn0LJUtR8vAjQ,5,,,
HwqAGCDK9dKZM4lCdrYbvg,5,,,
Hys6HzKi24j2809kI_7dKA,5,,,
HzB5eZLSabmOUDc3ItgIcQ,5,,,
I-jk9_xWCV3zfDqwrIJDSQ,"4),(4),(4",,,
I0J95fjfPm890l22dyLnKA,3,,,
I2zYqls8VMzjdzBAEPR0Iw,"2),(5",,,
I7jwVsv92u92GYv1-laSwg,1,,,
IJgrZymgN_pHYGELICkV1w,5,,,
IKAq5_BBjIn-uTtYkfhdYw,"5),(5",,,
ILE13Hj1w7YItpR7AEyLrw,"5),(4",,,
ILGPeuEGA36v3Ec-Co-eiA,3,,,
INVBi5surB5UbeDXWmqSuQ,2,,,
IQIYDSfkFgTBedc3rbw4qw,5,,,
IQWFQD0ZZVa5XoLnWCDTlQ,1,,,
IToxW2XLlx26chmx3tKVjw,3,,,
IXaHwwhZncimKZk32v5T8w,5,,,
IXqt0sAKos17htM32PfOkQ,1,,,
I_47G-R2_egp7ME5u_ltew,"1),(3",,,
IbvOxKSps_K5wa3a2_jc-Q,"2),(1),(4),(4),(5),(3),(2",,,
Iez-mXKbRjv4sZTPKkXSVA,5,,,
IhMklaOEnKAuonG-mG8Ocw,1,,,
Ihsb0A8xtbGMrhUXVl-LgQ,5,,,
IiE3vgNBTneLaQA3J0iZMw,5,,,
IjP2TmEzOBku548h3Ms2SA,1,,,
Io6At5jerTw_PpWj1hYXeA,5,,,
IoyfYdVB8icWZD4XUl0X0g,4,,,
Iseb_IvqOEfY_p1m9OwTrw,4,,,
IsvVRsknHBi0AZXmOjJqIA,4,,,
Iu9HNWqEKIx-auLSu6QeJg,4,,,
Iu9iJ8attR7ocsZenbHc3Q,4,,,
IyT6y6YIvvvZvj2X6Pb4iQ,4,,,
J-ccrifgVab4VlAKok7yUg,5,,,
J8TnuXdax7L05-0s9GIxYw,3,,,
J8eVaqkw5e47k9blw4xqxA,3,,,
JAU8sjjfuZkvVNUJST16RQ,1,,,
JAe6HSt7J4OtkcFWYJNURA,5,,,
JEvkfVPf_DuhX-ntE5L6bQ,"2),(4),(2",,,
JF7Mnu-Zt2f9_E7b26TFgQ,"5),(5),(3",,,
JFxN23s3ZniO7ZI_Wg7V5w,4,,,
JHj5hoeALLJ-sSYn6qYe0Q,4,,,
JLS56V5lhErpFUjZ8N8VrA,4,,,
JOwUs-tyhXqNIYsFsZ-wnA,5,,,
JPPhyFE-UE453zA6K0TVgw,"3),(4),(4),(5),(2),(4),(3",,,
JPQfBSN1FA824RLmUIEIfA,5,,,
JVb5BRi7NSgXqVoMJCO0Hw,1,,,
JW8CpLIKSzjOAvzfmqPasw,4,,,
JWtFuKaFXn_l5h-qKZWZuQ,"5),(1",,,
J_q8jN623uew8ZzMChXBCA,"5),(2),(3),(3),(3),(5),(3),(4",,,
JaCp2YGR22uDOCFE9AcauQ,5,,,
JbAeIYc89Sk8SWmrBCJs9g,5,,,
JbWnXwjLaO1kncUkQOMajg,"4),(5),(4",,,
Jdfzz0EVCRXkpydEBNrtlw,1,,,
JhsjRvTXYel9s5mySrTR6A,1,,,
Jm3V61zgn51XK1zDDYbc8g,5,,,
JmjpDIUvwcRfJzL_AkBFlg,3,,,
Jmp98s8eh5Fmj1TRbWDJuA,5,,,
JnKYwlH7_JEBstDXqYkiqA,5,,,
JnxAd1nes70A-uU1MpVbLQ,5,,,
Jou7l2wJvM7ZgqspikTw9Q,2,,,
JouqeIw8RQtgZLqYv8-0yA,5,,,
JsRoc9aJ12OsZ3PgBf-nsA,1,,,
JwWB4PW8BDezHBaLCej-EA,5,,,
JwaXAEfXq0pUN7zU6ZYPBg,4,,,
JzdXtDFasB2pO5npYdpVBw,4,,,
JziueBVOg4SDJegN9sBmuA,1,,,
K1oHkXNn1ZRmdnSN5AFsGw,"2),(3),(5),(4",,,
K55Nczl6Lvf38dIzMOpErg,5,,,
K9hbyKmhEBv7q4IEj-_Aww,5,,,
KBLW4wJA_fwoWmMhiHRVOA,4,,,
KIh-sWidOXdyPTcgKxaEOg,5,,,
KLIM3Qo-YqUJ-e0YeaKwoA,"5),(3",,,
KNvmsbGHZFrJnsLI1EEteA,5,,,
KOrggEZ4aa7JzVIuY-Zgkw,"4),(3",,,
KR7R5PrrbMsLMsNcntHvAA,5,,,
KSS6v5fcZNoelu4eEZCFcw,3,,,
KYxlgjINkaDeyYa1dZkIhw,4,,,
KZVgUYGt4eww_GwJ2F0MrQ,1,,,
KZuaJtFindQM9x2ZoMBxcQ,1,,,
KaSON_u273TC7KAD_NyDHQ,2,,,
Kk-a-0Eth2npl0biG7Dt8Q,"2),(3",,,
Kkktt5Kbw4U0wFOulwvvWw,5,,,
Kn0ZcK2GyIEkbG3w4xORtg,5,,,
KnCvJBc8XoYsS2BYJPo6Rg,4,,,
KnLObhXcuk90MImbp5RCpQ,2,,,
Kotrn1O_CF449mRz1BUJJw,5,,,
KpOVBdN4qnEa5ghu_t7TYQ,5,,,
Kq8-FUG7d_MT2qRNiNBJnA,4,,,
Ks8BGrByOuyI_XSd2pULYQ,5,,,
Ksi2pKdqCTTLJbBkvA7r8Q,5,,,
Kx5iAQaVLL_NYzyLhgXPsw,4,,,
Ky9ypnAdN7RNkUMGRt1RMA,"1),(3",,,
L2ne7hSJDy0U6sBD8wVaQA,3,,,
L6y73vaWaSvqYUKq6Rsr2w,"3),(4",,,
LCR1EhLuhuAtWp73NHvHcQ,1,,,
LFJglYRfXSdthKTcCg0qjw,2,,,
LWbYpcangjBMm4KPxZGOKg,5,,,
LYKMElh2u27sPIzoQFaGIQ,4,,,
L_aMQmKqw5TTcWRYGI2CAQ,5,,,
LaPatM6c289ClpysmzZpdQ,3,,,
Lbdzh6Qn5S1O5ENrr7n2wA,1,,,
LgkDx-_5hoNlBrNezwyTtA,4,,,
LhgQq1x4n9ardg1PFo8vgg,"4),(2),(5),(2),(5),(3",,,
Lia6Tarlci3Z5aw8cM6JTg,1,,,
LmLEybdrVdoyj7nxDOBilA,5,,,
LnRq6QVUvOFnAbAU2_NrOg,4,,,
LwEfyIPU8woMqZsKqrf7NA,"2),(4",,,
LxnhT5IqCS9Ju0rApb-iyA,1,,,
M-WLwxnBhYPaBUx7SyBUTg,5,,,
M75kNFeMM9jcpFfP46TNrQ,4,,,
M7G1FGy8j6mPgM7ClgZ-9A,3,,,
M88CCGSukC27xGwRlXEYbQ,1,,,
MA713-m2wv51bww8LN2fSA,"5),(3",,,
MAaLFUjs7VSkXf9rCU1QBA,3,,,
MJnIMhzm4onnjtzyprVXJA,4,,,
MLQre1nvUtW-RqMTc4iC9A,3,,,
MLZ9xHl8odrUaDbi1fzbAQ,4,,,
MNSjtwY2H5cjwqKzCJRIDw,5,,,
MQ1QmzOTZ6Ok1WLe3h_CQw,5,,,
MSuyK2p8G9hEqyWf5IgnYQ,"5),(3),(4",,,
MX8pg-Au6v_SZ7iTkZdf9A,4,,,
MinNxg1k6s9xpZKRw41NnA,"3),(4",,,
MlqlKOdz1MshRLjEA2_08A,2,,,
Mmj57OagOqroLiNkzugJMw,1,,,
MqvtOOrWg-2gxT2qnpcn7w,1,,,
Mt-HIc3ki8oEiGyQK2LHEw,3,,,
MuIQ8Rm2ZrERGE9mtxqGqw,"5),(4",,,
MvcLuHgZ9d1cJM4pQe2EGA,3,,,
Mzd8g_A1pE8okijGPmwkUw,3,,,
MzyUCQD3CtIQ0ifkYKl8iQ,"3),(3),(3",,,
N0YV_1uVWeMyhBP8vkHQ6Q,2,,,
N0pEauqXxhzN_q6EIVf_-A,5,,,
N1colY77TPM51Q2HIx46Fg,"4),(4",,,
N2mzZ2hacFcbj6lscgvzoA,2,,,
N8koJfNRHsL6ZcQsitYPtw,"3),(5",,,
NAp_p9-F-t9HxV68niH7TQ,"1),(1),(4",,,
NAuxIS2u6eaC175SbE7TcQ,4,,,
NByscKOMKk48eKWtzc08zw,2,,,
NCYse908q22pjK4SrmDA5g,5,,,
NCbTZXXpHXocGGwdJwwskg,5,,,
